amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids 
105-5873644-2393042		2011-07-28T16:05:28+00:00	2011-07-28T16:41:33+00:00	Cancelled	Merchant	Amazon.com			Standard	Rubberbanditz Therapy / Rehabilitation(Rehab) Band Set - Light, Medium, Heavy Bands (#1 - #3)	COMBO-1-3-RE	B0058V0KNS		0										MIDDLETOWN	NEW YORK	10941-1309	US		
105-7532369-5818631		2011-07-28T15:00:06+00:00	2011-07-28T15:42:05+00:00	Cancelled	Merchant	Amazon.com			Standard	Rubberbanditz Therapy / Rehabilitation(Rehab) Band Complete Set - Light, Medium, Heavy, Robust, Power, Strong Bands (#1 - #6)	COMBO-1-6-RE	B0058V0L2S		0										MIDDLETOWN	NEW YORK	10941-1309	US		
104-2702695-0081040		2011-07-28T07:25:02+00:00	2011-07-29T14:47:30+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Mobile Travel Gym Resistance Exercise Band Package Kit - Robust	MGPMAIN-4	B0053U4NTG	Shipped	1	USD	94.5		3.74						Buffalo	SD	57720	US		
104-2702695-0081040		2011-07-28T07:25:02+00:00	2011-07-29T14:47:30+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Door Anchor Strap	ACC-4	B0054LUGQ8	Shipped	1	USD	1.95		2.75						Buffalo	SD	57720	US		
102-5507482-5598642		2011-07-27T23:38:55+00:00	2011-07-29T14:35:55+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Therapy / Rehabilitation(Rehab) Band Complete Set - Light, Medium, Heavy, Robust, Power, Strong Bands (#1 - #6)	COMBO-1-6-RE	B0058V0L2S	Shipped	1	USD	155.99		6.49					6.49	BOSTON	MA	02215-3915	US	FreeShipping2	
002-7084668-2221859		2011-07-27T21:29:50+00:00	2011-07-29T14:38:26+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Therapy / Rehabilitation(Rehab) Band Set - Light, Medium, Heavy Bands (#1 - #3)	COMBO-1-3-RE	B0058V0KNS	Shipped	1	USD	39.99		4.99						WAIPAHU	HI	96797-5618	US		
102-6471701-0011463		2011-07-27T13:21:50+00:00	2011-07-29T14:31:11+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Heavy (30 - 50 Lbs Resistance)	PUB-3	B0053YB1TW	Shipped	1	USD	19.5		4.99						darlington	south carolina	29532	US		
102-2166476-9531425		2011-07-27T04:02:02+00:00	2011-07-29T14:23:10+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Robust (40 - 80 Lbs Resistance)	PUB-4	B0053YB21O	Shipped	1	USD	25.5		4.99						Barry	IL	62312-1204	US		
002-1418746-8638614		2011-07-27T01:26:18+00:00	2011-07-29T14:29:13+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Medium (20 - 35 Lbs Resistance)	PUB-2	B0053YB1QU	Shipped	1	USD	13.5		4.99						KAILUA	HI	96734-3019	US		
002-7062847-1807411		2011-07-26T22:58:11+00:00	2011-07-29T14:26:52+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	29.99		4.99						WEST PALM BEACH	FL	33405-2334	US		
104-0161644-6857014		2011-07-26T22:13:24+00:00	2011-07-28T15:43:14+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	29.99		4.99						ALEXANDRIA	VA	22310-2415	US		
103-0162861-6097819		2011-07-26T21:41:41+00:00	2011-07-28T16:07:31+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Heavy, Robust, Power Bands (#3 - #5)	COMBO-3-5-PU	B0058V0LAK	Shipped	1	USD	81.99		5.49						APO	AE	09344-3431	US		
104-1258368-0472225		2011-07-26T18:37:22+00:00	2011-07-26T20:07:14+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Door Anchor Strap	ACC-4	B0054LUGQ8	Shipped	1	USD	1.95		4.99						HOUSTON	TX	77024-6504	US		
102-3977502-7741000		2011-07-26T15:18:41+00:00	2011-07-29T14:20:41+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Medium (20 - 35 Lbs Resistance)	PUB-2	B0053YB1QU	Shipped	1	USD	13.5		4.99						darlington	south carolina	29532	US		
105-5078370-2384239		2011-07-26T13:16:19+00:00	2011-07-26T17:09:40+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Heavy, Robust, Power Bands (#3 - #5)	COMBO-3-5-PU	B0058V0LAK	Shipped	1	USD	81.99		5.49						MASSAPEQUA PARK	NY	11762-1528	US		
103-2687526-9633015		2011-07-26T02:28:32+00:00	2011-07-26T17:17:06+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	29.99		4.99						Rock Tavern	NY	12575-5262	US		
002-3471182-4924250		2011-07-26T02:13:06+00:00	2011-07-26T17:11:27+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Therapy / Rehabilitation(Rehab) Band Set - Light, Medium, Heavy Bands (#1 - #3)	COMBO-1-3-RE	B0058V0KNS	Shipped	1	USD	39.99		4.99						Saint Robert	MO	65584	US		
102-9779494-0087418		2011-07-26T00:46:21+00:00	2011-07-26T17:23:21+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Heavy (30 - 50 Lbs Resistance)	PUB-3	B0053YB1TW	Shipped	1	USD	19.5		4.99						Fishkill	NY	12524	US		
104-2281945-9874644		2011-07-25T23:36:49+00:00	2011-07-26T17:19:08+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Powerlifting Band - Robust (40 - 80 Lbs Resistance)	PLB-3	B0053YB2S2	Shipped	1	USD	25.5		4.99						BROOKLYN	NY	11215-4042	US		
102-7394317-8287443		2011-07-25T20:44:33+00:00	2011-07-26T17:15:17+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Robust (40 - 80 Lbs Resistance)	PUB-4	B0053YB21O	Shipped	1	USD	25.5		4.99						GLEN BURNIE	MD	21060-8368	US		
105-0357300-8715402		2011-07-25T17:56:21+00:00	2011-07-26T17:21:16+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Therapy / Rehabilitation(Rehab) Band Set - Light, Medium, Heavy Bands (#1 - #3)	COMBO-1-3-RE	B0058V0KNS	Shipped	1	USD	39.99		4.99						pflugerville	texas	78660	US		
002-8354770-2417063		2011-07-25T17:04:42+00:00	2011-07-25T17:41:21+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Therapy / Rehabilitation(Rehab) Band Set - Light, Medium, Heavy Bands (#1 - #3)	COMBO-1-3-RE	B0058V0KNS	Shipped	1	USD	39.99		4.99						Washington	DC	20548-0001	US		
104-5525192-4171446		2011-07-25T15:28:12+00:00	2011-07-25T16:42:57+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Medium (20 - 35 Lbs Resistance)	PUB-2	B0053YB1QU	Shipped	1	USD	13.5		4.99						League City	TX	77573	US		
002-6264401-3962661		2011-07-25T12:59:45+00:00	2011-07-25T16:40:33+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Power (50 - 120 Lbs Resistance)	PUB-5	B0053YB29Q	Shipped	1	USD	39.95		5.49						Galax	VA	24333	US		
002-3922754-0051428		2011-07-25T05:22:33+00:00	2011-07-25T16:54:41+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Therapy / Rehabilitation(Rehab) Band Set - Light, Medium, Heavy Bands (#1 - #3)	COMBO-1-3-RE	B0058V0KNS	Shipped	1	USD	39.99		4.99						SOLANA BEACH	CA	92075-1240	US		
105-8752071-0236263		2011-07-25T01:42:23+00:00	2011-07-25T17:54:10+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Therapy / Rehabilitation(Rehab) Band Set - Light, Medium, Heavy Bands (#1 - #3)	COMBO-1-3-RE	B0058V0KNS	Shipped	1	USD	39.99		4.99						Rockville	MD	20852	US		
103-2450678-0205048		2011-07-24T21:32:48+00:00	2011-07-25T17:19:22+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Robust Bands (#2 & #4)	COMBO-2-5-PU	B0058V0LSM	Shipped	1	USD	37.99		5.49						ITHACA	NEW YORK	14850-2463	US		
103-7548604-3903413		2011-07-24T20:57:21+00:00	2011-07-25T17:38:57+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	29.99		4.99						FAYETTEVILLE	NC	28311-1162	US		
102-2089004-4660210		2011-07-24T20:52:16+00:00	2011-07-25T17:06:33+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Robust (40 - 80 Lbs Resistance)	PUB-4	B0053YB21O	Shipped	1	USD	25.5		4.99						Beverly Hills	CA	90212	US		
002-2441292-5866613		2011-07-24T14:02:49+00:00	2011-07-25T16:45:55+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Heavy (30 - 50 Lbs Resistance)	PUB-3	B0053YB1TW	Shipped	1	USD	19.5		2.75						TULSA	OK	74104-4727	US		
002-2441292-5866613		2011-07-24T14:02:49+00:00	2011-07-25T16:45:55+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Powerlifting Band - Medium (20 - 35 Lbs Resistance)	PLB-1	B0053YB1GK	Shipped	1	USD	13.5		2.74						TULSA	OK	74104-4727	US		
002-3802071-6393863		2011-07-24T12:20:31+00:00	2011-07-25T16:49:59+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Robust (40 - 80 Lbs Resistance)	PUB-4	B0053YB21O	Shipped	1	USD	25.5		4.99						APO	AE	09355	US		
103-3473431-4285829		2011-07-24T08:03:07+00:00	2011-07-25T17:22:28+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Robust (40 - 80 Lbs Resistance)	PUB-4	B0053YB21O	Shipped	1	USD	25.5		4.99						APO	AP	96546	US		
103-2255002-0334618		2011-07-24T04:06:52+00:00	2011-07-25T17:12:26+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Heavy (30 - 50 Lbs Resistance)	PUB-3	B0053YB1TW	Shipped	1	USD	19.5		4.99						BATON ROUGE	LOUISIANA	70807-6320	US		
103-4331672-7504267		2011-07-24T04:02:29+00:00	2011-07-25T17:30:52+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Pairs - Medium (20 - 35 Lbs Resistance)	PUBP-2	B0058V0JYI	Shipped	1	USD	26.99		2.74						irvine	CA	92617	US		
103-4331672-7504267		2011-07-24T04:02:29+00:00	2011-07-25T17:30:52+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Robust Bands (#2 & #4)	COMBO-2-5-PU	B0058V0LSM	Shipped	1	USD	37.99		3.25						irvine	CA	92617	US		
105-4345344-7357836		2011-07-24T02:02:36+00:00	2011-07-25T17:51:43+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Robust (40 - 80 Lbs Resistance)	PUB-4	B0053YB21O	Shipped	1	USD	25.5		4.99						Tampa	FL	33606-3923	US		
002-7482308-2217842		2011-07-24T01:43:43+00:00	2011-07-25T17:04:04+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Heavy (30 - 50 Lbs Resistance)	PUB-3	B0053YB1TW	Shipped	1	USD	19.5		2.75						FORT LAUDERDALE	FL	33301-2306	US		
002-7482308-2217842		2011-07-24T01:43:43+00:00	2011-07-25T17:04:04+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Medium (20 - 35 Lbs Resistance)	PUB-2	B0053YB1QU	Shipped	1	USD	13.5		2.74						FORT LAUDERDALE	FL	33301-2306	US		
105-1919134-2586605		2011-07-24T00:23:58+00:00	2011-07-25T17:49:19+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Heavy (30 - 50 Lbs Resistance)	PUB-3	B0053YB1TW	Shipped	1	USD	19.5		4.99						VICTORIA	TX	77901-2908	US		
103-1645725-5745058		2011-07-23T19:50:29+00:00	2011-07-25T17:16:31+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	29.99		4.99						Murray	Utah	84107	US		
104-0969904-1228225		2011-07-23T11:31:46+00:00	2011-07-25T17:47:01+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	29.99		4.99						Hanover	MA	02339	US		
103-8085879-7054659		2011-07-23T03:24:49+00:00	2011-07-25T17:43:36+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Robust, Power, Strong Bands (#4 - #6)	COMBO-4-6-PU	B0058V0LGE	Shipped	1	USD	114.99		6.49						Rancho Cucamunga	ca	91739	US		
102-7627009-3211441		2011-07-23T02:01:47+00:00	2011-07-25T17:10:47+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Robust (40 - 80 Lbs Resistance)	PUB-4	B0053YB21O	Shipped	1	USD	25.5		2.75						Agoura	CA	91301-2730	US		
102-7627009-3211441		2011-07-23T02:01:47+00:00	2011-07-25T17:10:47+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Medium (20 - 35 Lbs Resistance)	PUB-2	B0053YB1QU	Shipped	1	USD	13.5		2.74						Agoura	CA	91301-2730	US		
102-6100707-5781842		2011-07-22T18:04:32+00:00	2011-07-22T18:40:02+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Medium (20 - 35 Lbs Resistance)	PUB-2	B0053YB1QU	Shipped	1	USD	13.5		4.99						ATLANTA	GA	30324-5134	US		
103-2723898-3303458		2011-07-22T17:36:58+00:00	2011-07-22T18:38:55+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Heavy (30 - 50 Lbs Resistance)	PUB-3	B0053YB1TW	Shipped	1	USD	19.5		4.99						Atlanta	GA	30316-2859	US		
105-4806162-0329041		2011-07-22T16:45:47+00:00	2011-07-22T18:37:02+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Resistance Exercise Band Set - Light, Medium, Heavy Bands (#1 - #3)	COMBO-1-3-RE	B0058V0KNS	Shipped	1	USD	34.95		5.99						CHATHAM	IL	62629-8089	US		
002-9182385-2081057		2011-07-22T16:19:43+00:00	2011-07-22T18:44:39+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Heavy, Robust, Power Bands (#3 - #5)	COMBO-3-5-PU	B0058V0LAK	Shipped	1	USD	74.95		6.49						BEND	OREGON	97701-4413	US		
102-3651713-9034632		2011-07-22T16:12:27+00:00	2011-07-22T18:41:32+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Heavy, Robust, Power Bands (#3 - #5)	COMBO-3-5-PU	B0058V0LAK	Shipped	1	USD	74.95		6.49						Wilmington	NC	28409-4524	US		
102-0918155-6757020		2011-07-22T13:49:45+00:00	2011-07-22T18:43:14+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Robust (40 - 80 Lbs Resistance)	PUB-4	B0053YB21O	Shipped	1	USD	25.5		2.75						LYNN	MA	01904	US		
102-0918155-6757020		2011-07-22T13:49:45+00:00	2011-07-22T18:43:14+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Heavy (30 - 50 Lbs Resistance)	PUB-3	B0053YB1TW	Shipped	1	USD	19.5		2.74						LYNN	MA	01904	US		
104-7668236-2585048		2011-07-22T13:31:07+00:00	2011-07-22T14:06:14+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Mobile Travel Gym Resistance Exercise Band Package Kit - Deluxe	MGPMAIN-3	B0053UCNAW	Shipped	1	USD	74.95		5.49						NEW YORK	NY	10006-0002	US		
104-9764606-6198613		2011-07-22T10:59:06+00:00	2011-07-22T13:57:25+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Heavy, Robust, Power Bands (#3 - #5)	COMBO-3-5-PU	B0058V0LAK	Shipped	1	USD	74.95		6.49						APO	AE	09310	US		
102-0864222-0057038		2011-07-22T04:48:42+00:00	2011-07-22T14:00:21+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Powerlifting Band - Medium (20 - 35 Lbs Resistance)	PLB-1	B0053YB1GK	Shipped	1	USD	13.5		2.74						colorado springs	co	80918	US		
102-0864222-0057038		2011-07-22T04:48:42+00:00	2011-07-22T14:00:21+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Powerlifting Band - Heavy (30 - 50 Lbs Resistance)	PLB-6	B0054HELXQ	Shipped	1	USD	19.5		2.75						colorado springs	co	80918	US		
104-0587702-4900218		2011-07-21T22:26:54+00:00	2011-07-22T14:01:55+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Power (50 - 120 Lbs Resistance)	PUB-5	B0053YB29Q	Shipped	1	USD	39.95		5.49						Cedar Hills	UT	84062-8561	US		
103-6570538-5420201		2011-07-21T18:09:29+00:00	2011-07-21T18:46:32+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Robust (40 - 80 Lbs Resistance)	PUB-4	B0053YB21O	Shipped	1	USD	25.5		2.0						MCLEAN	VA	22102-1923	US		
103-6570538-5420201		2011-07-21T18:09:29+00:00	2011-07-21T18:46:32+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Medium (20 - 35 Lbs Resistance)	PUB-2	B0053YB1QU	Shipped	2	USD	27.0		3.99						MCLEAN	VA	22102-1923	US		
103-0454817-9912205		2011-07-21T16:24:13+00:00	2011-07-22T05:21:50+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Door Anchor Strap	ACC-4	B0054LUGQ8	Shipped	1	USD	1.95		4.99						Durham	NC	27705	US		
103-8844822-8452219		2011-07-21T14:08:37+00:00	2011-07-21T14:45:41+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Door Anchor Strap	ACC-4	B0054LUGQ8	Shipped	1	USD	1.95		4.99						Durham	NC	27713-9014	US		
102-6911526-7392202		2011-07-21T13:29:58+00:00	2011-07-21T16:56:06+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Resistance Exercise Band Set - Light, Medium, Heavy Bands (#1 - #3)	COMBO-1-3-RE	B0058V0KNS	Shipped	1	USD	34.95		5.99						West Wildwood	NJ	08260	US		
103-7348354-1078652		2011-07-21T03:26:43+00:00	2011-07-21T13:35:45+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Heavy (30 - 50 Lbs Resistance)	PUB-3	B0053YB1TW	Shipped	1	USD	19.5		4.99						BIRMINGHAM	AL	35212-3922	US		
104-5675431-0367456		2011-07-21T00:59:26+00:00	2011-07-21T13:47:40+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Powerlifting Band - Robust (40 - 80 Lbs Resistance)	PLB-3	B0053YB2S2	Shipped	1	USD	25.5		4.99						RENTON	WA	98056-8505	US		
105-7098967-6532244		2011-07-20T23:46:43+00:00	2011-07-21T13:40:33+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Robust (40 - 80 Lbs Resistance)	PUB-4	B0053YB21O	Shipped	1	USD	25.5		4.99						Watkinsville	GA	30677	US		
105-6535857-9249802		2011-07-20T22:41:53+00:00	2011-07-21T12:38:45+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Door Anchor Strap	ACC-4	B0054LUGQ8	Shipped	1	USD	1.95		4.99						DURHAM	NC	27701-1916	US		
002-8367240-4078629		2011-07-20T22:29:38+00:00	2011-07-21T12:36:44+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Door Anchor Strap	ACC-4	B0054LUGQ8	Shipped	1	USD	1.95		4.99						DURHAM	NC	27701-5007	US		
105-7642055-3270657		2011-07-20T21:21:00+00:00	2011-07-21T12:37:43+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Door Anchor Strap	ACC-4	B0054LUGQ8	Shipped	1	USD	1.95		4.99						Woodside	CA	94062-2355	US		
102-4452011-2247418		2011-07-20T21:18:00+00:00	2011-07-21T13:51:33+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Heavy, Robust, Power Bands (#3 - #5)	COMBO-3-5-PU	B0058V0LAK	Shipped	1	USD	74.95		6.49						Fontana	CA	92336	US		
104-7874074-0493841		2011-07-20T21:14:41+00:00	2011-07-20T23:15:11+00:00	Cancelled	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Medium (20 - 35 Lbs Resistance)	PUB-2	B0053YB1QU		0										Fontana	CA	92336	US		
104-7874074-0493841		2011-07-20T21:14:41+00:00	2011-07-20T23:15:11+00:00	Cancelled	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Heavy (30 - 50 Lbs Resistance)	PUB-3	B0053YB1TW		0										Fontana	CA	92336	US		
104-7874074-0493841		2011-07-20T21:14:41+00:00	2011-07-20T23:15:11+00:00	Cancelled	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Power (50 - 120 Lbs Resistance)	PUB-5	B0053YB29Q		0										Fontana	CA	92336	US		
104-8426908-1832215		2011-07-20T21:07:19+00:00	2011-07-21T13:43:24+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Heavy, Robust, Power Bands (#3 - #5)	COMBO-3-5-PU	B0058V0LAK	Shipped	1	USD	74.95		6.49						BELCHERTOWN	MA	01007-9170	US		
103-9494505-5631443		2011-07-20T21:03:04+00:00	2011-07-21T12:37:13+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Door Anchor Strap	ACC-4	B0054LUGQ8	Shipped	1	USD	1.95		4.99						DURHAM	NC	27701-2818	US		
102-6218848-6377036		2011-07-20T20:43:44+00:00	2011-07-21T13:38:30+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Resistance Exercise Band Set - Light, Medium, Heavy Bands (#1 - #3)	COMBO-1-3-RE	B0058V0KNS	Shipped	1	USD	34.95		5.99						BOSTON	MA	02210-2211	US		
104-4023594-7717812		2011-07-20T20:40:24+00:00	2011-07-22T05:20:59+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Door Anchor Strap	ACC-4	B0054LUGQ8	Shipped	1	USD	1.95		4.99						Durham	NC	27707	US		
