amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids 
105-6371390-9438661		2011-08-31T04:38:45+00:00	2011-08-31T13:29:50+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Robust Bands (#2 & #4)	COMBO-2-5-PU	B0058V0LSM	Shipped	1	USD	37.99		5.49						SAN MARCOS	CA	92069-1337	US		
102-5981955-7789064		2011-08-31T01:29:01+00:00	2011-08-31T13:36:52+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Robust Bands (#2 & #4)	COMBO-2-5-PU	B0058V0LSM	Shipped	1	USD	37.99		5.49						APO	AE	09355	US		
102-0261228-1678601		2011-08-31T01:01:46+00:00	2011-08-31T13:40:30+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	32.99		4.99						Cherry Hill	NJ	08002	US		
102-1832035-7101838		2011-08-31T00:28:07+00:00	2011-08-31T13:39:18+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Power (50 - 120 Lbs Resistance)	PUB-5	B0053YB29Q	Shipped	1	USD	39.95		5.49						Bodega Bay	CA	94923	US		
104-0719019-8260244		2011-08-30T22:38:48+00:00	2011-09-04T19:48:35+00:00	Cancelled	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O		0										EL PASO	TX	79912-2045	US		
103-6487841-0589846		2011-08-30T19:13:56+00:00	2011-08-31T13:33:26+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Powerlifting Band - Robust (40 - 80 Lbs Resistance)	PLB-3	B0053YB2S2	Shipped	1	USD	25.5		1.62						Dunedin	FL	34698	US		
103-6487841-0589846		2011-08-30T19:13:56+00:00	2011-08-31T13:33:26+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Soft Hand Grip and Carabiner	ACC-1	B0054LY17I	Shipped	1	USD	4.95		1.62						Dunedin	FL	34698	US		
103-6487841-0589846		2011-08-30T19:13:56+00:00	2011-08-31T13:33:26+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Powerlifting Band - Strong (60 - 150 Lbs Resistance)	PLB-5	B0054GSIM2	Shipped	1	USD	54.95		2.12						Dunedin	FL	34698	US		
103-6487841-0589846		2011-08-30T19:13:56+00:00	2011-08-31T13:33:26+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Powerlifting Band - Power (50 - 120 Lbs Resistance)	PLB-4	B0053YB2WI	Shipped	1	USD	39.95		2.13						Dunedin	FL	34698	US		
105-6546904-8217824		2011-08-30T15:26:58+00:00	2011-08-30T18:28:09+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Powerlifting Band - Medium (20 - 35 Lbs Resistance)	PLB-1	B0053YB1GK	Shipped	1	USD	13.5		4.99						beale afb	CA	95903	US		
102-6664909-4133003		2011-08-30T14:01:10+00:00	2011-08-30T18:29:57+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Power (50 - 120 Lbs Resistance)	PUB-5	B0053YB29Q	Shipped	1	USD	39.95		3.25						AUSTIN	TX	78739-1693	US		
102-6664909-4133003		2011-08-30T14:01:10+00:00	2011-08-30T18:29:57+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Robust (40 - 80 Lbs Resistance)	PUB-4	B0053YB21O	Shipped	1	USD	25.5		2.74						AUSTIN	TX	78739-1693	US		
002-0103981-5242660		2011-08-30T13:00:39+00:00	2011-08-30T13:38:32+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Robust Bands (#2 & #4)	COMBO-2-5-PU	B0058V0LSM	Shipped	1	USD	37.99		5.49						Hagerstown	MD	21742	US		
102-1437527-2611438		2011-08-30T05:01:05+00:00	2011-08-30T12:53:34+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Powerlifting Band - Heavy (30 - 50 Lbs Resistance)	PLB-6	B0054HELXQ	Shipped	1	USD	19.5		4.99						TULSA	OK	74134-6732	US		
103-3293675-2625056		2011-08-30T00:55:58+00:00	2011-08-30T12:50:03+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Robust Bands (#2 & #4)	COMBO-2-5-PU	B0058V0LSM	Shipped	1	USD	37.99		5.49						Manassas	VA	20112-4718	US		
102-7019962-2988238		2011-08-29T21:13:56+00:00	2011-08-30T12:51:43+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Medium (20 - 35 Lbs Resistance)	PUB-2	B0053YB1QU	Shipped	1	USD	13.5		4.99						SANTEE	CA	92071-3968	US		
002-4181362-6270657		2011-08-29T19:16:56+00:00	2011-08-30T12:55:38+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	32.99		4.99						Mount Hermon	MA	01354	US		
104-3525485-4981842		2011-08-29T03:23:32+00:00	2011-08-29T13:01:28+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Therapy / Rehabilitation(Rehab) Band Set - Light, Medium, Heavy Bands (#1 - #3)	COMBO-1-3-RE	B0058V0KNS	Shipped	1	USD	39.99		4.99						BLACKSBURG	VA	24060-3217	US		
104-2607741-6957035		2011-08-29T01:19:39+00:00	2011-08-29T13:03:42+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Power (50 - 120 Lbs Resistance)	PUB-5	B0053YB29Q	Shipped	1	USD	39.95		3.25						Saint Robert	MO	65584	US		
104-2607741-6957035		2011-08-29T01:19:39+00:00	2011-08-29T13:03:42+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Robust (40 - 80 Lbs Resistance)	PUB-4	B0053YB21O	Shipped	1	USD	25.5		2.74						Saint Robert	MO	65584	US		
102-7473781-1765016		2011-08-28T22:36:06+00:00	2011-08-29T13:35:26+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Adjustable Hand Strap	ACC-2	B0054LY1AK	Shipped	2	USD	7.0		2.79						Vestavia	Al	35226	US		
102-7473781-1765016		2011-08-28T22:36:06+00:00	2011-08-29T13:35:26+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Soft Hand Grip and Carabiner	ACC-1	B0054LY17I	Shipped	2	USD	9.9		2.8						Vestavia	Al	35226	US		
102-7473781-1765016		2011-08-28T22:36:06+00:00	2011-08-29T13:35:26+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	29.99		1.4						Vestavia	Al	35226	US		
105-4402057-0197806		2011-08-28T14:56:19+00:00	2011-08-29T12:46:38+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	29.99		2.74						New York	New York	10016	US		
105-4402057-0197806		2011-08-28T14:56:19+00:00	2011-08-29T12:46:38+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Robust (40 - 80 Lbs Resistance)	PUB-4	B0053YB21O	Shipped	1	USD	25.5		2.75						New York	New York	10016	US		
104-2126744-5197055		2011-08-28T13:27:09+00:00	2011-08-29T13:08:36+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	29.99		4.99						PITTSBURGH	PA	15236-1930	US		
002-8052240-1617055		2011-08-28T12:15:28+00:00	2011-08-29T13:50:07+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Padded Ankle Grips and Carabiner	ACC-3	B0054LUGI6	Shipped	1	USD	5.95		4.99						Springfield	VA	22153	US		
102-3709055-9833806		2011-08-28T10:28:12+00:00	2011-08-29T13:42:17+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Medium (20 - 35 Lbs Resistance)	PUB-2	B0053YB1QU	Shipped	1	USD	13.5		4.99						Willowick	Ohio	44095	US		
102-6977756-1071404		2011-08-28T07:29:32+00:00	2011-08-29T13:38:12+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	29.99		4.99						APO	AE	09751	US		
104-9397752-6440234		2011-08-28T03:03:35+00:00	2011-08-29T12:55:10+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Robust (40 - 80 Lbs Resistance)	PUB-4	B0053YB21O	Shipped	1	USD	25.5		4.99						OWATONNA	MINNESOTA	55060-6259	US		
002-3951082-9201003		2011-08-28T01:10:12+00:00	2011-08-29T13:58:06+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	29.99		4.99						PANAMA CITY	FLORIDA	32401-7206	US		
002-5849602-4808217		2011-08-28T00:34:59+00:00	2011-08-29T13:55:33+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Robust Bands (#2 & #4)	COMBO-2-5-PU	B0058V0LSM	Shipped	1	USD	37.99		5.49						FALLS CHURCH	VA	22044-3177	US		
002-6730824-7217847		2011-08-27T23:48:28+00:00	2011-08-29T13:51:41+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Robust (40 - 80 Lbs Resistance)	PUB-4	B0053YB21O	Shipped	1	USD	25.5		4.99						ORLANDO	FL	32803-5623	US		
104-8278732-8144210		2011-08-27T22:48:11+00:00	2011-08-29T12:57:06+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Robust (40 - 80 Lbs Resistance)	PUB-4	B0053YB21O	Shipped	1	USD	25.5		4.99						Coronado	CA	92118	US		
104-4278013-1471461		2011-08-27T22:18:53+00:00	2011-08-29T12:59:02+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Medium (20 - 35 Lbs Resistance)	PUB-2	B0053YB1QU	Shipped	1	USD	13.5		4.99						PORT SAINT LUCIE	FL	34953-1150	US		
002-6140378-3971458		2011-08-27T21:07:18+00:00	2011-08-29T13:53:30+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Therapy / Rehabilitation(Rehab) Band Set - Light, Medium, Heavy Bands (#1 - #3)	COMBO-1-3-RE	B0058V0KNS	Shipped	1	USD	39.99		4.99						Essex Junction	VT	05452	US		
104-1659941-5198652		2011-08-27T19:41:10+00:00	2011-08-29T13:17:57+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Robust Bands (#2 & #4)	COMBO-2-5-PU	B0058V0LSM	Shipped	1	USD	37.99		5.49						McDonough	GA	30252	US		
103-7014357-5023432		2011-08-27T17:22:10+00:00	2011-08-29T13:19:46+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	29.99		4.99						SAN FRANCISCO	CALIFORNIA	94103-3973	US		
102-8238175-2313855		2011-08-27T14:29:26+00:00	2011-08-29T13:32:12+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Power (50 - 120 Lbs Resistance)	PUB-5	B0053YB29Q	Shipped	1	USD	39.95		5.49						centreville	VA	20120	US		
105-1685163-8297829		2011-08-26T21:53:36+00:00	2011-08-29T12:52:44+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Therapy / Rehabilitation(Rehab) Band - Medium (20 - 35 Lbs Resistance)	BANDMAIN-2	B0053C1Y7S	Shipped	1	USD	13.95		1.99						SAN FRANCISCO	CALIFORNIA	94107-1761	US		
105-1685163-8297829		2011-08-26T21:53:36+00:00	2011-08-29T12:52:44+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Therapy / Rehabilitation(Rehab) Band - Light (5 - 15 lbs Resistance)	BANDMAIN-1	B0053C1XTM	Shipped	1	USD	6.95		2.0						SAN FRANCISCO	CALIFORNIA	94107-1761	US		
105-1685163-8297829		2011-08-26T21:53:36+00:00	2011-08-29T12:52:44+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Therapy / Rehabilitation(Rehab) Band - Power (50 - 120 Lbs Resistance)	BANDMAIN-5	B0053SZ9XM	Shipped	1	USD	39.5		2.5						SAN FRANCISCO	CALIFORNIA	94107-1761	US		
102-0991086-3261849		2011-08-26T20:24:08+00:00	2011-08-29T13:48:16+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	29.99		4.99						Knoxville	TN	37931	US		
102-2757828-0582643		2011-08-26T19:54:41+00:00	2011-08-29T13:43:46+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Heavy, Robust, Power Bands (#3 - #5)	COMBO-3-5-PU	B0058V0LAK	Shipped	1	USD	81.99		5.49						SEATTLE	WA	98107-4824	US		
105-3041012-0963460		2011-08-26T19:51:44+00:00	2011-08-29T12:49:00+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Heavy, Robust, Power Bands (#3 - #5)	COMBO-3-5-PU	B0058V0LAK	Shipped	1	USD	81.99		5.49						HOLLY SPRINGS	NC	27540-7654	US		
103-0152195-7316259		2011-08-26T19:39:29+00:00	2011-08-29T13:21:49+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	29.99		4.99						Newark	Ohio	43055	US		
002-1397945-3877859		2011-08-26T18:02:20+00:00	2011-08-29T13:59:36+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	29.99		4.99						Colorado Springs	CO	80922	US		
102-9255846-3073065		2011-08-26T16:54:01+00:00	2011-08-29T13:30:51+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	2	USD	59.98		5.49						APO	AE	09803-1307	US		
102-1193608-3702640		2011-08-26T15:24:48+00:00	2011-08-29T13:46:53+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	29.99		4.99						Columbia	SC	29229-8223	US		
105-1944297-0173829		2011-08-26T10:34:42+00:00	2011-08-26T13:48:39+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Mobile Travel Gym Resistance Exercise Band Package Kit - Basic	MGPMAIN-1	B0053UCMX0	Shipped	1	USD	48.95		2.74						APO	AE	09348	US		
105-1944297-0173829		2011-08-26T10:34:42+00:00	2011-08-26T13:48:39+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Therapy / Rehabilitation(Rehab) Band Set - Robust, Power, Strong Bands (#4 - #6)	COMBO-4-6-RE	B0058V0KXI	Shipped	1	USD	114.99		4.25						APO	AE	09348	US		
102-3332154-5617868		2011-08-26T01:30:03+00:00	2011-08-26T13:41:26+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Robust Bands (#2 & #4)	COMBO-2-5-PU	B0058V0LSM	Shipped	1	USD	37.99		5.49						Coral Springs	FL	33065	US		
103-0963669-2395434		2011-08-26T00:00:20+00:00	2011-08-26T13:39:31+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Robust (40 - 80 Lbs Resistance)	PUB-4	B0053YB21O	Shipped	1	USD	25.5		4.99						BAYTOWN	TEXAS	77521-6563	US		
002-8231096-7949852		2011-08-25T23:44:46+00:00	2011-08-26T13:44:07+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	29.99		2.75						Eagle River	AK	99577	US		
002-8231096-7949852		2011-08-25T23:44:46+00:00	2011-08-26T13:44:07+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Robust (40 - 80 Lbs Resistance)	PUB-4	B0053YB21O	Shipped	1	USD	25.5		2.74						Eagle River	AK	99577	US		
104-1404577-0528214		2011-08-25T22:26:08+00:00	2011-08-26T13:37:54+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Robust (40 - 80 Lbs Resistance)	PUB-4	B0053YB21O	Shipped	1	USD	25.5		4.99						Draper	UT	84020-5519	US		
102-1008974-0880213		2011-08-25T21:20:13+00:00	2011-08-26T13:36:10+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Power (50 - 120 Lbs Resistance)	PUB-5	B0053YB29Q	Shipped	1	USD	39.95		5.49						Austin	TX	78727	US		
103-3125761-2946609		2011-08-25T19:27:45+00:00	2011-08-26T13:34:00+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Mobile Travel Gym Resistance Exercise Band Package Kit - Robust	MGPMAIN-4	B0053U4NTG	Shipped	1	USD	94.5		5.99						Houston	TX	77024	US		
002-2474059-3830606		2011-08-25T03:45:35+00:00	2011-08-25T13:01:25+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Powerlifting Band - Heavy (30 - 50 Lbs Resistance)	PLB-6	B0054HELXQ	Shipped	2	USD	39.0		5.49						APO	AE	09364	US		
102-4501019-2469041		2011-08-25T01:56:49+00:00	2011-08-25T12:55:51+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Medium (20 - 35 Lbs Resistance)	PUB-2	B0053YB1QU	Shipped	1	USD	13.5		2.75						PHILADELPHIA	PA	19147-5904	US		
102-4501019-2469041		2011-08-25T01:56:49+00:00	2011-08-25T12:55:51+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Robust (40 - 80 Lbs Resistance)	PUB-4	B0053YB21O	Shipped	1	USD	25.5		2.74						PHILADELPHIA	PA	19147-5904	US		
102-4988540-7498650		2011-08-24T22:51:43+00:00	2011-08-25T12:54:20+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	29.99		4.99						ISHPEMING	MI	49849-3333	US		
102-1794957-7777032		2011-08-24T20:08:52+00:00	2011-08-25T12:57:28+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Robust Bands (#2 & #4)	COMBO-2-5-PU	B0058V0LSM	Shipped	1	USD	37.99		5.49						MCKINNEY	TX	75070-9456	US		
002-0597912-5709814		2011-08-24T18:22:48+00:00	2011-08-25T13:05:36+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Power (50 - 120 Lbs Resistance)	PUB-5	B0053YB29Q	Shipped	1	USD	39.95		5.49						Norfolk	VA	23505-1127	US		
002-5977763-2807451		2011-08-24T16:17:21+00:00	2011-08-24T18:37:14+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Heavy (30 - 50 Lbs Resistance)	PUB-3	B0053YB1TW	Shipped	1	USD	19.5		4.99						SPRINGDALE	AR	72762-9538	US		
002-3992791-8933836		2011-08-24T12:55:32+00:00	2011-08-24T14:38:47+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	29.99		4.99						SPRING LAKE	NC	28390-1701	US		
104-5378845-6758605		2011-08-24T02:43:53+00:00	2011-08-24T14:27:12+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Medium, Heavy Bands (#2 & #3)	COMBO-2-3-PU	B0058V0L6O	Shipped	1	USD	29.99		4.99						Seattle	WA	98107-3010	US		
002-1805917-6863435		2011-08-24T02:13:06+00:00	2011-08-24T14:37:00+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band Set - Heavy, Robust, Power Bands (#3 - #5)	COMBO-3-5-PU	B0058V0LAK	Shipped	1	USD	81.99		5.49						PLANO	TX	75093-8623	US		
102-5284776-6549861		2011-08-24T01:30:40+00:00	2011-08-24T14:29:33+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Therapy / Rehabilitation(Rehab) Band Set - Light, Medium, Heavy Bands (#1 - #3)	COMBO-1-3-RE	B0058V0KNS	Shipped	1	USD	39.99		4.99						ALEXANDRIA	VA	22310-6288	US		
105-4141155-3340216		2011-08-23T22:27:27+00:00	2011-08-24T14:25:41+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Therapy / Rehabilitation(Rehab) Band Set - Light, Medium, Heavy Bands (#1 - #3)	COMBO-1-3-RE	B0058V0KNS	Shipped	1	USD	39.99		4.99						Van Nuys	CA	91401	US		
002-2610670-2746636		2011-08-23T20:17:34+00:00	2011-08-24T14:32:51+00:00	Shipped	Merchant	Amazon.com			Standard	Rubberbanditz Pull Up / Crossfit Band - Medium (20 - 35 Lbs Resistance)	PUB-2	B0053YB1QU	Shipped	1	USD	13.5		4.99						CHANTILLY	VA	20151-3983	US		
